Word	uniqueID	work_time_mean	category	member	typicality_score	N_ratings
tweezers	tweezers	64869.56522	scientific equipment	tweezers	0.32810559	46
petri dish	petri_dish	74318.18182000001	scientific equipment	petri dish	0.628382035	44
telescope	telescope	72583.33333000001	scientific equipment	telescope	0.6546875	48
stethoscope	stethoscope	65770.83333000001	scientific equipment	stethoscope	0.502232143	48
tape measure	tape_measure	65659.57446999999	scientific equipment	tape measure	0.311930091	47
centrifuge	centrifuge	66439.02439	scientific equipment	centrifuge	0.502439024	41
lab coat	lab_coat	79744.18604999999	scientific equipment	lab coat	0.529263566	43
prism	prism	91326.08696	scientific equipment	prism	0.163431677	46
incubator	incubator	85340.42553000001	scientific equipment	incubator	0.47606383	47
microscope	microscope	73795.45455000001	scientific equipment	microscope	0.812824675	44
tongs	tongs	79239.13043	scientific equipment	tongs	0.343452381	46
calculator	calculator	69413.04348	scientific equipment	calculator	0.491459627	46
ruler	ruler	78255.31915000001	scientific equipment	ruler	0.397922999	47
swab	swab	68638.29787000001	scientific equipment	swab	0.372720365	47
filter	filter	79208.33333000001	scientific equipment	filter	0.270089286	48
tank	tank2	60904.7619	scientific equipment	tank (storage)	0.193707483	42
polygraph	polygraph	67400.0	scientific equipment	polygraph	0.266666667	45
seismograph	seismograph	78785.71429	scientific equipment	seismograph	0.383928571	42
pendulum	pendulum	59210.52632	scientific equipment	pendulum	0.205513784	38
beaker	beaker	67000.0	scientific equipment	beaker	0.718964563	43
magnifying glass	magnifying_glass	70866.66667	scientific equipment	magnifying glass	0.630740741	45
funnel	funnel	62909.090910000006	scientific equipment	funnel	0.402218615	44
radar	radar	71244.44443999999	scientific equipment	radar	0.302857143	45
magnifier	magnifier	67173.91304	scientific equipment	magnifier	0.526009317	46
measuring cup	measuring_cup	72136.36364	scientific equipment	measuring cup	0.473160173	44
syringe	syringe	78978.7234	scientific equipment	syringe	0.437563323	47
gauge	gauge	81756.09756	scientific equipment	gauge	0.391550523	41
gyroscope	gyroscope	74184.21053	scientific equipment	gyroscope	0.236842105	38
blowtorch	blowtorch	81255.81395000001	scientific equipment	blowtorch	0.193106312	43
scalpel	scalpel	80413.04348	scientific equipment	scalpel	0.405279503	46
test tube	test_tube	60476.19048	scientific equipment	test tube	0.731037415	42
timer	timer	68900.0	scientific equipment	timer	0.345178571	40
scale	scale	70957.44681	scientific equipment	scale	0.550531915	47
thermometer	thermometer	77111.11111	scientific equipment	thermometer	0.648809524	45
magnet	magnet	68282.05128	scientific equipment	magnet	0.374389499	39
football	football	56928.57143	sports equipment	football	0.770975057	42
football helmet	football_helmet	77953.48837	sports equipment	football helmet	0.729651163	43
basketball hoop	basketball_hoop	112441.8605	sports equipment	basketball hoop	0.653654485	43
wetsuit	wetsuit	89625.0	sports equipment	wetsuit	0.199032738	48
paddle	paddle	75369.56522	sports equipment	paddle	0.29076087	46
snowshoe	snowshoe	75400.0	sports equipment	snowshoe	0.177380952	45
target	target	71295.45455000001	sports equipment	target	0.247159091	44
baton	baton3	80577.77778	sports equipment	baton (drums)	0.046560847	45
helmet	helmet	83869.56522	sports equipment	helmet	0.723990683	46
baseball	baseball	76173.91304	sports equipment	baseball	0.785429607	46
cleat	cleat	87809.52381	sports equipment	cleat	0.503826531	42
kneepad	kneepad	75511.62791	sports equipment	kneepad	0.511627907	43
ski	ski	75318.18182000001	sports equipment	ski	0.5	44
saddle	saddle	83400.0	sports equipment	saddle	0.248660714	40
springboard	springboard	85272.72727	sports equipment	springboard	0.224025974	44
dartboard	dartboard	84543.47826	sports equipment	dartboard	0.30007764	46
ping-pong table	ping-pong_table	65736.84211	sports equipment	ping-pong table	0.378853383	38
bat	bat2	61422.22222	sports equipment	bat (sports)	0.736984127	45
snowboard	snowboard	88220.0	sports equipment	snowboard	0.4875	50
bowling ball	bowling_ball	76000.0	sports equipment	bowling ball	0.457446809	47
stopwatch	stopwatch	79727.27273	sports equipment	stopwatch	0.277678571	44
hockey stick	hockey_stick	79521.73913	sports equipment	hockey stick	0.639829193	46
surfboard	surfboard	89000.0	sports equipment	surfboard	0.398538961	44
scuba	scuba	71782.6087	sports equipment	scuba	0.207298137	46
exerciser	exerciser	86536.58537	sports equipment	exerciser	0.24695122	41
golf club	golf_club	67627.90698	sports equipment	golf club	0.662984496	43
ball	ball	65837.2093	sports equipment	ball	0.798781838	43
boxing gloves	boxing_gloves	61204.54545	sports equipment	boxing gloves	0.552353896	44
rollerskate	rollerskate	64348.83721	sports equipment	rollerskate	0.401162791	43
snorkel	snorkel	69081.63265	sports equipment	snorkel	0.221938776	49
bobsled	bobsled	87651.16279	sports equipment	bobsled	0.177740864	43
ski boots	ski_boots	81866.66667	sports equipment	ski boots	0.361111111	45
goggles	goggles	63697.67442	sports equipment	goggles	0.355232558	43
volleyball	volleyball	68000.0	sports equipment	volleyball	0.699031008	43
jump rope	jump_rope	102866.6667	sports equipment	jump rope	0.541269841	45
oar	oar	68652.17391	sports equipment	oar	0.279114907	46
ski pole	ski_pole	70093.02326	sports equipment	ski pole	0.389950166	43
trampoline	trampoline	80600.0	sports equipment	trampoline	0.241666667	45
home plate	home_plate	78791.66666999999	sports equipment	home plate	0.287946429	48
treadmill	treadmill	66727.27273	sports equipment	treadmill	0.493641775	44
frisbee	frisbee	59600.0	sports equipment	frisbee	0.473214286	40
balance beam	balance_beam	67886.36364	sports equipment	balance beam	0.299512987	44
baseball bat	baseball_bat	62044.44444	sports equipment	baseball bat	0.765740741	45
racket	racket	91357.14286	sports equipment	racket	0.571428571	42
dumbbell	dumbbell	77173.91304	sports equipment	dumbbell	0.451086957	46
dart	dart	73369.56522	sports equipment	dart	0.251552795	46
javelin	javelin	75704.54544999999	sports equipment	javelin	0.280438312	44
flipper	flipper	75906.97674	sports equipment	flipper	0.223837209	43
punching bag	punching_bag	81755.55556000001	sports equipment	punching bag	0.497222222	45
face mask	face_mask	71209.30233	sports equipment	face mask	0.302740864	43
beachball	beachball	63479.16667	sports equipment	beachball	0.367906746	48
barbell	barbell	79666.66666999999	sports equipment	barbell	0.437301587	45
puck	puck	72476.19048	sports equipment	puck	0.415816327	42
tee	tee	81952.38095	sports equipment	tee	0.348214286	42
sled	sled	76159.09091	sports equipment	sled	0.247159091	44
rollerblade	rollerblade	91326.08696	sports equipment	rollerblade	0.404891304	46
soccer ball	soccer_ball	73000.0	sports equipment	soccer ball	0.75166113	43
skateboard	skateboard	104288.8889	sports equipment	skateboard	0.470767196	45
tennis ball	tennis_ball	82619.04762	sports equipment	tennis ball	0.670918367	42
baseball glove	baseball_glove	70347.82609	sports equipment	baseball glove	0.755434783	46
mouthpiece	mouthpiece	60795.45455	sports equipment	mouthpiece	0.333198052	44
baton	baton4	63976.74419	sports equipment	baton (running)	0.23255814	43
basketball	basketball	73375.0	sports equipment	basketball	0.75	48
iceskate	iceskate	65555.55556000001	sports equipment	iceskate	0.48031746	45
steering wheel	steering_wheel	64363.63636	part of car	steering wheel	0.772321429	44
brake	brake	63666.66667	part of car	brake	0.596153846	39
car door	car_door	66076.92308	part of car	car door	0.626373626	39
car seat	car_seat	65400.00000000001	part of car	car seat	0.40952381	45
exhaust pipe	exhaust_pipe	71681.81817999999	part of car	exhaust pipe	0.32224026	44
gearshift	gearshift	73953.48837	part of car	gearshift	0.35755814	43
gasket	gasket	75536.58537	part of car	gasket	0.167682927	41
hubcap	hubcap	85439.02439	part of car	hubcap	0.305749129	41
wheel	wheel	74086.95652	part of car	wheel	0.714673913	46
pedal	pedal	61116.27907	part of car	pedal	0.528239203	43
speedometer	speedometer	60972.97297	part of car	speedometer	0.414414414	37
handbrake	handbrake	78073.17073	part of car	handbrake	0.233449477	41
bumper	bumper	73575.0	part of car	bumper	0.637053571	40
license plate	license_plate	65534.88372	part of car	license plate	0.331395349	43
rim	rim	62523.80952	part of car	rim	0.281746032	42
dashboard	dashboard	66951.21951	part of car	dashboard	0.632404181	41
grille	grille	66700.0	part of car	grille	0.234821429	40
taillight	taillight	72750.0	part of car	taillight	0.431994048	40
spark plug	spark_plug	69918.91892	part of car	spark plug	0.219594595	37
seatbelt	seatbelt	73452.38095	part of car	seatbelt	0.553571429	42
odometer	odometer	82857.14285999999	part of car	odometer	0.303571429	42
sunroof	sunroof	74409.09091	part of car	sunroof	0.267045455	44
rearview mirror	rearview_mirror	82194.44443999999	part of car	rearview mirror	0.507275132	36
airbag	airbag	72100.0	part of car	airbag	0.354166667	40
windshield	windshield	72463.41463	part of car	windshield	0.668699187	41
engine	engine	68341.46341	part of car	engine	0.768873403	41
headlight	headlight	80659.09091	part of car	headlight	0.649350649	44
roof rack	roof_rack	71977.77778	part of car	roof rack	0.087037037	45
windshield wiper	windshield_wiper	75973.68421	part of car	windshield wiper	0.507988722	38
headrest	headrest	71428.57143000001	part of car	headrest	0.232142857	42
bandanna	bandanna	92650.0	headwear	bandanna	0.565625	40
wig	wig	64948.717950000006	headwear	wig	0.382326007	39
football helmet	football_helmet	65255.81395	headwear	football helmet	0.424418605	43
veil	veil	82318.18182000001	headwear	veil	0.217938312	44
headscarf	headscarf	89315.78947	headwear	headscarf	0.416666667	38
headdress	headdress	84347.82609	headwear	headdress	0.204192547	46
turban	turban	72425.53191	headwear	turban	0.28698075	47
crown	crown	86341.46341	headwear	crown	0.381533101	41
beanie	beanie	60531.91489	headwear	beanie	0.661474164	47
helmet	helmet	73658.53659	headwear	helmet	0.618466899	41
headband	headband	61069.76744	headwear	headband	0.63538206	43
hood	hood	58767.44186	headwear	hood	0.560631229	43
top hat	top_hat	69166.66666999999	headwear	top hat	0.472718254	36
tiara	tiara	56170.73171	headwear	tiara	0.285569106	41
bonnet	bonnet	80023.80952	headwear	bonnet	0.334325397	42
hairnet	hairnet	59795.45455	headwear	hairnet	0.255681818	44
hat	hat	77930.23255999999	headwear	hat	0.835409745	43
sombrero	sombrero	71217.3913	headwear	sombrero	0.444616977	46
bowler hat	bowler_hat	84875.0	headwear	bowler hat	0.325	40
checkers	checkers	87840.90909	game	checkers	0.681412338	44
playing card	playing_card	72767.44186	game	playing card	0.566860465	43
domino	domino	72190.47619	game	domino	0.358843537	42
videogame	videogame	87756.09756	game	videogame	0.685714286	41
backgammon	backgammon	64404.7619	game	backgammon	0.31547619	42
game	game	74648.64865	game	game	0.539382239	37
jump rope	jump_rope	66756.09756	game	jump rope	0.193815331	41
jigsaw puzzle	jigsaw_puzzle	73707.31707	game	jigsaw puzzle	0.307578397	41
board game	board_game	90275.0	game	board game	0.709375	40
scrabble	scrabble	84642.85714000001	game	scrabble	0.582482993	42
chessboard	chessboard	72325.0	game	chessboard	0.509375	40
yo-yo	yo-yo	71282.05128	game	yo-yo	0.122252747	39
shuffleboard	shuffleboard	67371.42857	game	shuffleboard	0.242857143	35
dice	dice	81390.2439	game	dice	0.405487805	41
slot machine	slot_machine	84775.0	game	slot machine	0.310714286	40
hopscotch	hopscotch	96292.68293	game	hopscotch	0.324825784	41
pinball	pinball	70157.89474	game	pinball	0.398026316	38
computer	computer	81000.0	game	computer	0.453296703	39
ticktacktoe	ticktacktoe	68945.94595	game	ticktacktoe	0.555019305	37
paper	paper	87690.47619	school supply	paper	0.6875	42
crayon	crayon	80068.18182000001	school supply	crayon	0.457386364	44
eraser	eraser	74642.85714000001	school supply	eraser	0.592261905	42
ruler	ruler	87652.17391	school supply	ruler	0.483695652	46
chalk	chalk	89375.0	school supply	chalk	0.23125	40
stapler	stapler	59088.88889	school supply	stapler	0.246031746	45
inkwell	inkwell	61210.52632	school supply	inkwell	0.013157895	38
ink	ink	73428.57143000001	school supply	ink	0.12202381	42
backpack	backpack	82613.63636	school supply	backpack	0.616477273	44
calculator	calculator	92658.53659	school supply	calculator	0.447299652	41
pencil sharpener	pencil_sharpener	70217.3913	school supply	pencil sharpener	0.402950311	46
highlighter	highlighter	79600.0	school supply	highlighter	0.411111111	45
chalkboard	chalkboard	80452.38095	school supply	chalkboard	0.181547619	42
whiteboard	whiteboard	85860.46512	school supply	whiteboard	0.284053156	43
glue	glue	75461.53846	school supply	glue	0.426282051	39
marker	marker	61302.32558	school supply	marker	0.447674419	43
binder	binder	97627.90698	school supply	binder	0.537790698	43
notepad	notepad	99697.67442	school supply	notepad	0.51910299	43
paperclip	paperclip	71219.5122	school supply	paperclip	0.271341463	41
pencil	pencil	79717.94872	school supply	pencil	0.736721612	39
lunchbox	lunchbox	75457.14286	school supply	lunchbox	0.375	35
pen	pen	58931.81818	school supply	pen	0.70413961	44
folder	folder	71279.06977	school supply	folder	0.550249169	43
book	book	83363.63636	school supply	book	0.558847403	44
fountain pen	fountain_pen	66025.64103	school supply	fountain pen	0.246794872	39
notebook	notebook	75243.24324	school supply	notebook	0.781853282	37
lingerie	lingerie	78159.09091	women's clothing	lingerie	0.545183983	44
bra	bra	78152.17391	women's clothing	bra	0.715838509	46
corset	corset	58234.04255	women's clothing	corset	0.309650456	47
pantyhose	pantyhose	68155.55556	women's clothing	pantyhose	0.508730159	45
tiara	tiara	64090.90909	women's clothing	tiara	0.12012987	44
stiletto	stiletto	78152.17391	women's clothing	stiletto	0.329192547	46
headscarf	headscarf	63869.56522	women's clothing	headscarf	0.248447205	46
dress	dress	84183.67347000001	women's clothing	dress	0.818999028	49
blouse	blouse	63617.02128	women's clothing	blouse	0.661854103	47
leggings	leggings	91595.74468	women's clothing	leggings	0.622973658	47
pantsuit	pantsuit	64200.0	women's clothing	pantsuit	0.444312169	45
veil	veil	70041.66666999999	women's clothing	veil	0.169642857	48
fishnet stockings	fishnet_stockings	64888.88889	women's clothing	fishnet stockings	0.318253968	45
kimono	kimono	77510.63829999999	women's clothing	kimono	0.238221884	47
tube top	tube_top	81521.73913	women's clothing	tube top	0.413819876	46
garter	garter	83456.52174	women's clothing	garter	0.259704969	46
stockings	stockings	69653.06122	women's clothing	stockings	0.484693878	49
bikini	bikini	56804.34783	women's clothing	bikini	0.596661491	46
boa	boa	54921.05263	women's clothing	boa	0.049342105	38
skirt	skirt	66234.04255	women's clothing	skirt	0.777735562	47
refrigerator	refrigerator	64425.531910000005	home appliance	refrigerator	0.777659574	47
freezer	freezer	69452.38095	home appliance	freezer	0.615136054	42
cooler	cooler	89113.63636	home appliance	cooler	0.213068182	44
air conditioner	air_conditioner	78739.13043	home appliance	air conditioner	0.513586957	46
oven	oven	56510.20408	home appliance	oven	0.726603499	49
water cooler	water_cooler	76177.77778	home appliance	water cooler	0.238888889	45
flatiron	flatiron	80911.11111	home appliance	flatiron	0.166666667	45
blower	blower	84186.04651	home appliance	blower	0.180232558	43
stove	stove1	69304.34783	home appliance	stove (cooking)	0.778726708	46
dryer	dryer	71800.0	home appliance	dryer	0.544047619	45
iron	iron	85200.0	home appliance	iron	0.444444444	45
heater	heater	70586.95652	home appliance	heater	0.394409938	46
water heater	water_heater	84380.95238	home appliance	water heater	0.344387755	42
dishwasher	dishwasher	114142.8571	home appliance	dishwasher	0.696428571	42
microwave	microwave	73565.21739	home appliance	microwave	0.741847826	46
food processor	food_processor	88738.09524000001	home appliance	food processor	0.416666667	42
wine cooler	wine_cooler	61611.111110000005	home appliance	wine cooler	0.128472222	36
cooker	cooker	65395.83333	home appliance	cooker	0.420386905	48
blender	blender	76195.65217	home appliance	blender	0.581521739	46
vacuum	vacuum	66422.22222	home appliance	vacuum	0.537777778	45
washing machine	washing_machine	75384.61538	home appliance	washing machine	0.683882784	39
hairdryer	hairdryer	72956.52174	home appliance	hairdryer	0.347826087	46
hotplate	hotplate	82022.72727	home appliance	hotplate	0.25487013	44
juicer	juicer2	83260.86957	home appliance	juicer (electrical)	0.355978261	46
icemaker	icemaker	65428.57143	home appliance	icemaker	0.393707483	42
television	television	87173.91304	home appliance	television	0.489518634	46
coffeemaker	coffeemaker	88461.53846	home appliance	coffeemaker	0.638644689	39
curling iron	curling_iron	90521.73913	home appliance	curling iron	0.230978261	46
waffle iron	waffle_iron	76675.0	home appliance	waffle iron	0.40625	40
sewing machine	sewing_machine	83642.85714000001	home appliance	sewing machine	0.24702381	42
lawnmower	lawnmower	72829.78722999999	home appliance	lawnmower	0.247340426	47
mixer	mixer	70441.86047	home appliance	mixer	0.523255814	43
soda fountain	soda_fountain	102466.6667	home appliance	soda fountain	0.102777778	45
fan	fan	77000.0	home appliance	fan	0.397959184	49
toaster	toaster	76955.55556	home appliance	toaster	0.688888889	45
meat grinder	meat_grinder	91659.57447	home appliance	meat grinder	0.234042553	47
toaster oven	toaster_oven	72413.04348	home appliance	toaster oven	0.586956522	46
thermostat	thermostat	93717.3913	home appliance	thermostat	0.277173913	46
rake	rake	116720.9302	garden tool	rake	0.708471761	43
shovel	shovel	107045.4545	garden tool	shovel	0.689772727	44
hose	hose	79590.90909	garden tool	hose	0.589285714	44
trowel	trowel	97720.93023	garden tool	trowel	0.523671096	43
pitchfork	pitchfork	113869.5652	garden tool	pitchfork	0.349767081	46
pickax	pickax	111717.3913	garden tool	pickax	0.145186335	46
shears	shears	100522.7273	garden tool	shears	0.493912338	44
scissors	scissors	114448.9796	garden tool	scissors	0.275874636	49
hoe	hoe	91347.82609	garden tool	hoe	0.646661491	46
watering can	watering_can	103813.9535	garden tool	watering can	0.662541528	43
axe	axe	86687.5	garden tool	axe	0.269419643	48
chainsaw	chainsaw	108446.8085	garden tool	chainsaw	0.262917933	47
lawnmower	lawnmower	107282.6087	garden tool	lawnmower	0.64673913	46
saw	saw	114000.0	garden tool	saw	0.196428571	46
sickle	sickle	113065.2174	garden tool	sickle	0.190993789	46
clipper	clipper1	63391.30435	garden tool	clipper (for hedges)	0.61568323	46
hatchet	hatchet	107097.561	garden tool	hatchet	0.214721254	41
scaffolding	scaffolding	68243.90244	construction equipment	scaffolding	0.441202091	41
screwdriver	screwdriver	79276.59574	construction equipment	screwdriver	0.466945289	47
cement mixer	cement_mixer	99410.25641	construction equipment	cement mixer	0.584371184	39
shovel	shovel	82931.81817999999	construction equipment	shovel	0.498457792	44
rope	rope	89266.66667	construction equipment	rope	0.242063492	45
saw	saw	98363.63636	construction equipment	saw	0.568641775	44
tarp	tarp	77651.16279	construction equipment	tarp	0.212209302	43
chain	chain	80545.45455000001	construction equipment	chain	0.266098485	44
bulldozer	bulldozer	71468.08511	construction equipment	bulldozer	0.706180344	47
sawhorse	sawhorse	78232.55814	construction equipment	sawhorse	0.321013289	43
wheelbarrow	wheelbarrow	79347.82609	construction equipment	wheelbarrow	0.449145963	46
drill	drill	83000.0	construction equipment	drill	0.669237013	44
staple gun	staple_gun	79613.63636	construction equipment	staple gun	0.329680736	44
pulley	pulley	84833.33333000001	construction equipment	pulley	0.232142857	42
steamroller	steamroller	81909.09091	construction equipment	steamroller	0.351136364	44
sledgehammer	sledgehammer	76477.27273	construction equipment	sledgehammer	0.597132035	44
pliers	pliers	75177.77778	construction equipment	pliers	0.397883598	45
jackhammer	jackhammer	93148.93617	construction equipment	jackhammer	0.675734549	47
scaffold	scaffold	83333.33333000001	construction equipment	scaffold	0.488236961	42
chainsaw	chainsaw	69000.0	construction equipment	chainsaw	0.384814815	45
hammer	hammer	70800.0	construction equipment	hammer	0.702380952	45
crane	crane	87488.88889	construction equipment	crane	0.62484127	45
trowel	trowel	71951.21951	construction equipment	trowel	0.263501742	41
helmet	helmet	80485.71429	construction equipment	helmet	0.475680272	35
pump	pump	80893.61701999999	construction equipment	pump	0.147416413	47
wrench	wrench	77075.0	construction equipment	wrench	0.426785714	40
blowtorch	blowtorch	76750.0	construction equipment	blowtorch	0.389204545	44
chisel	chisel	63421.05263	construction equipment	chisel	0.253289474	38
ball	ball	58666.66667	toy	ball	0.781349206	45
puppet	puppet	59333.33333	toy	puppet	0.450793651	45
lego	lego	68354.16666999999	toy	lego	0.774553571	48
hobbyhorse	hobbyhorse	63368.42105	toy	hobbyhorse	0.343045113	38
skateboard	skateboard	79695.65217	toy	skateboard	0.479943064	46
slingshot	slingshot	64200.0	toy	slingshot	0.334259259	45
pinwheel	pinwheel	73425.0	toy	pinwheel	0.251339286	40
robot	robot	74638.29787000001	toy	robot	0.433383992	47
toy	toy	76551.02041000001	toy	toy	0.705539359	49
doll	doll	69574.46809	toy	doll	0.730749747	47
marble	marble	81465.11628	toy	marble	0.426495017	43
pogo stick	pogo_stick	59217.3913	toy	pogo stick	0.339803313	46
yo-yo	yo-yo	67617.02128	toy	yo-yo	0.561170213	47
stilt	stilt	86317.07317	toy	stilt	0.06445993	41
teddy bear	teddy_bear	66809.52381	toy	teddy bear	0.62585034	42
rattle	rattle	79911.11111	toy	rattle	0.53531746	45
boomerang	boomerang	63340.42553	toy	boomerang	0.274316109	47
kite	kite	68365.85366	toy	kite	0.486933798	41
beachball	beachball	59380.95238	toy	beachball	0.384353741	42
rocking horse	rocking_horse	64022.22222	toy	rocking horse	0.440608466	45
whoopee cushion	whoopee_cushion	63911.11111	toy	whoopee cushion	0.220238095	45
noisemaker	noisemaker	71111.11111	toy	noisemaker	0.190873016	45
dollhouse	dollhouse	67891.30435	toy	dollhouse	0.635481366	46
squirt gun	squirt_gun	66782.6087	toy	squirt gun	0.54360766	46
music box	music_box	62744.18605	toy	music box	0.182724252	43
train set	train_set	71872.34043	toy	train set	0.707066869	47
gyroscope	gyroscope	66052.63158	toy	gyroscope	0.108552632	38
hula hoop	hula_hoop	82148.93617	toy	hula hoop	0.492021277	47
dreidel	dreidel	66738.09524000001	toy	dreidel	0.125	42
crayon	crayon	69731.70732	toy	crayon	0.396341463	41
balloon	balloon	63952.38095	toy	balloon	0.304563492	42
kaleidoscope	kaleidoscope	86133.33333	toy	kaleidoscope	0.228968254	45
frisbee	frisbee	62674.418600000005	toy	frisbee	0.558139535	43
scooter	scooter	73510.20408	toy	scooter	0.479956268	49
stethoscope	stethoscope	80000.0	medical equipment	stethoscope	0.773561508	48
defibrillator	defibrillator	88204.54544999999	medical equipment	defibrillator	0.560876623	44
bandage	bandage	79886.36364	medical equipment	bandage	0.691558442	44
swab	swab	77333.33333000001	medical equipment	swab	0.378826531	42
eyedropper	eyedropper	71978.26087	medical equipment	eyedropper	0.235119048	46
cane	cane	92000.0	medical equipment	cane	0.386212625	43
bedpan	bedpan	67347.82609	medical equipment	bedpan	0.270703934	46
plaster cast	plaster_cast	112477.2727	medical equipment	plaster cast	0.28125	44
sling	sling	78808.51064	medical equipment	sling	0.381458967	47
pillbox	pillbox	72173.91304	medical equipment	pillbox	0.220496894	46
crutch	crutch	76326.08696	medical equipment	crutch	0.576216356	46
hearing aid	hearing_aid	70068.18182000001	medical equipment	hearing aid	0.302353896	44
wheelchair	wheelchair	60291.66667	medical equipment	wheelchair	0.657738095	48
ice pack	ice_pack	62478.26087	medical equipment	ice pack	0.398291925	46
gurney	gurney	79466.66666999999	medical equipment	gurney	0.495634921	45
vial	vial	89437.5	medical equipment	vial	0.342509921	48
eye patch	eye_patch	93875.0	medical equipment	eye patch	0.174727183	48
syringe	syringe	80611.11111	medical equipment	syringe	0.683531746	36
stretcher	stretcher	111564.1026	medical equipment	stretcher	0.513278388	39
penlight	penlight	82470.58824	medical equipment	penlight	0.1875	34
first-aid kit	first-aid_kit	86382.97872	medical equipment	first-aid kit	0.656155015	47
brace	brace	77291.66666999999	medical equipment	brace	0.439112103	48
tweezers	tweezers	83260.86957	medical equipment	tweezers	0.241847826	46
gauze	gauze	83611.11111	medical equipment	gauze	0.541170635	36
walker	walker1	100555.5556	medical equipment	walker (for elderly)	0.349206349	36
inhaler	inhaler	81041.66666999999	medical equipment	inhaler	0.421875	48
scalpel	scalpel	75108.69565	medical equipment	scalpel	0.627199793	46
armor	armor	74488.88889	protective clothing	armor	0.472407407	45
helmet	helmet	71434.78261	protective clothing	helmet	0.690993789	46
football helmet	football_helmet	74857.14285999999	protective clothing	football helmet	0.505952381	42
kneepad	kneepad	87022.72727	protective clothing	kneepad	0.452408009	44
visor	visor	87152.17391	protective clothing	visor	0.281909938	46
coverall	coverall	97052.63158	protective clothing	coverall	0.274122807	38
wetsuit	wetsuit	70977.77778	protective clothing	wetsuit	0.272222222	45
spacesuit	spacesuit	79288.88889	protective clothing	spacesuit	0.228412698	45
face mask	face_mask	77765.95745	protective clothing	face mask	0.681864235	47
apron	apron	89666.66666999999	protective clothing	apron	0.351190476	42
bulletproof vest	bulletproof_vest	98425.53191	protective clothing	bulletproof vest	0.553824721	47
lab coat	lab_coat	105350.0	protective clothing	lab coat	0.333333333	40
overalls	overalls	101977.2727	protective clothing	overalls	0.222537879	44
life jacket	life_jacket	89558.82353	protective clothing	life jacket	0.523284314	34
raincoat	raincoat	72488.37209	protective clothing	raincoat	0.48961794	43
glove	glove	69822.22222	protective clothing	glove	0.613095238	45
clam	clam	89733.33333	seafood	clam	0.559259259	45
scallop	scallop	73444.44443999999	seafood	scallop	0.598015873	45
shrimp	shrimp	77500.0	seafood	shrimp	0.782220497	46
mussel	mussel	62702.127660000006	seafood	mussel	0.486702128	47
caviar	caviar	66866.66667	seafood	caviar	0.401984127	45
calamari	calamari	88441.17647	seafood	calamari	0.511029412	34
eel	eel	103863.6364	seafood	eel	0.201704545	44
snail	snail	66325.58140000001	seafood	snail	0.235049834	43
blowfish	blowfish	100348.8372	seafood	blowfish	0.151162791	43
fish	fish	113930.2326	seafood	fish	0.80841639	43
shark	shark	80888.88889	seafood	shark	0.166931217	45
jellyfish	jellyfish	100177.7778	seafood	jellyfish	0.131878307	45
swordfish	swordfish	81311.11111	seafood	swordfish	0.417460317	45
sea urchin	sea_urchin	84282.05128	seafood	sea urchin	0.092948718	39
oyster	oyster	73230.76923	seafood	oyster	0.585164835	39
seaweed	seaweed	70659.57446999999	seafood	seaweed	0.274822695	47
catfish	catfish	75704.54544999999	seafood	catfish	0.546536797	44
seafood	seafood	68800.0	seafood	seafood	0.576190476	45
lobster	lobster	69829.26829	seafood	lobster	0.68466899	41
squid	squid	91282.6087	seafood	squid	0.394151139	46
sardine	sardine	81595.2381	seafood	sardine	0.445153061	42
crab	crab	86297.87234	seafood	crab	0.702887538	47
octopus	octopus	77181.81817999999	seafood	octopus	0.402056277	44
crayfish	crayfish	62465.11628	seafood	crayfish	0.31769103	43
drink	drink	76794.87179	drink	drink	0.471153846	39
champagne	champagne	65097.56098	drink	champagne	0.301829268	41
punch	punch1	68756.09756	drink	punch (drink)	0.271777003	41
smoothie	smoothie	64153.846150000005	drink	smoothie	0.299450549	39
milkshake	milkshake	72511.62791	drink	milkshake	0.290697674	43
latte	latte	72000.0	drink	latte	0.329703833	41
espresso	espresso	62428.57143	drink	espresso	0.276785714	42
milk	milk	70190.47619	drink	milk	0.611819728	42
juice	juice	62477.27273	drink	juice	0.637581169	44
soda	soda	55000.0	drink	soda	0.740384615	39
beer	beer	68452.38095	drink	beer	0.575680272	42
coffee	coffee	67022.22222	drink	coffee	0.751984127	45
tea	tea	61044.44444	drink	tea	0.59484127	45
cocktail	cocktail	71083.33333000001	drink	cocktail	0.368055556	36
margarita	margarita	68318.18182000001	drink	margarita	0.355925325	44
hot chocolate	hot_chocolate	75465.11628	drink	hot chocolate	0.33513289	43
wine	wine	63743.58974	drink	wine	0.473443223	39
eggnog	eggnog	70951.21951	drink	eggnog	0.051829268	41
lemonade	lemonade	64139.53488	drink	lemonade	0.522425249	43
diaper	diaper	82418.60465000001	personal hygiene item	diaper	0.237126246	43
swab	swab	91710.52632	personal hygiene item	swab	0.361842105	38
toothpick	toothpick	101200.0	personal hygiene item	toothpick	0.258333333	45
curling iron	curling_iron	81289.47368	personal hygiene item	curling iron	0.197368421	38
flatiron	flatiron	78666.66666999999	personal hygiene item	flatiron	0.148809524	42
nail polish	nail_polish	95391.30435	personal hygiene item	nail polish	0.214673913	46
clipper	clipper2	68953.48837	personal hygiene item	clipper (for nails)	0.484883721	43
nail file	nail_file	100047.619	personal hygiene item	nail file	0.368622449	42
